registro;;;uo;;numero_empenho;;data_nap;numero_nap;valor_item_empenho;
11;40853;2500000;0;400,32;;;;;;
10;43619;1;1061;1;12405;16102023;15122023;38947;23341,50;1263146678
11;43619;1500000;0;23341,5;;;;;;
10;40852;1;1131;1;15076;14122023;15122023;38949;355,00;1463827652
11;40852;1600000;0;355;;;;;;
10;40855;1;1151;1;13171;30102023;15122023;38951;6931,78;18606121649
11;40855;1500000;0;6931,78;;;;;;
10;40854;1;1151;1;11033;19092023;15122023;38951;34152,75;18606121649
11;40854;1500000;0;34152,75;;;;;;
10;40858;1;1061;1;10594;11092023;15122023;38957;410,15;1263146678
11;40858;2500000;0;410,15;;;;;;
10;40859;1;1131;1;3263;10032023;15122023;38959;33169,84;1463827652
11;40859;2600000;0;33169,84;;;;;;
10;40864;1;1131;1;8098;28062023;15122023;38960;907,41;1463827652
11;40864;1600000;0;907,41;;;;;;
10;40861;1;1041;1;187;2012023;15122023;38961;307,93;7080739640
11;40861;1500000;0;307,93;;;;;;
10;40934;1;1131;1;15084;14122023;18122023;38963;7601,11;1463827652
11;40934;1605000;0;7601,11;;;;;;
10;40933;1;1131;1;15142;18122023;18122023;38963;792,71;1463827652
11;40933;1605000;0;792,71;;;;;;
10;40868;1;1123;1;11074;19092023;15122023;38964;126700,00;29703905668
11;40868;1500000;1001;126700;;;;;;
10;41101;1;1071;1;14624;28112023;15122023;38968;5750,77;31196098620
11;41101;1500000;0;5750,77;;;;;;
10;39624;1;1061;1;2207;6022023;6122023;37366;3904,20;1263146678
11;39624;1500000;0;3904,2;;;;;;
10;40869;1;1123;1;11079;19092023;15122023;38964;150285,39;29703905668
11;40869;1500000;1001;150285,39;;;;;;
10;40915;1;1061;1;12405;16102023;15122023;38967;9063,36;1263146678
11;40915;1500000;0;9063,36;;;;;;
10;41099;1;1071;1;13094;25102023;15122023;38968;4330,72;31196098620
11;41099;1500000;0;4330,72;;;;;;
10;41100;1;1071;1;14356;24112023;15122023;38968;881,03;31196098620
11;41100;1500000;0;881,03;;;;;;
10;40877;1;1061;1;12405;16102023;15122023;38969;45316,80;1263146678
11;40877;1500000;0;45316,8;;;;;;
10;40879;1;1061;1;12405;16102023;15122023;38979;73852,80;1263146678
11;40879;1500000;0;73852,8;;;;;;
10;40881;1;1061;1;12405;16102023;15122023;38980;90633,60;1263146678
11;40881;1500000;0;90633,6;;;;;;
10;40882;1;1123;1;8719;18072023;15122023;38981;9666,04;29703905668
11;40882;2500000;1001;9666,04;;;;;;
10;40888;1;1123;1;6590;30052023;15122023;38982;30948,45;29703905668
11;40888;2500000;1001;30948,45;;;;;;
10;40889;1;1123;1;8231;30062023;15122023;38982;99757,94;29703905668
11;40889;2500000;1001;99757,94;;;;;;
10;40885;1;1151;1;11087;19092023;15122023;38986;590944,62;18606121649
11;40885;2754000;0;590944,62;;;;;;
10;40886;1;1061;1;12405;16102023;15122023;38987;740,00;1263146678
11;40886;1500000;0;740;;;;;;
10;40914;1;1061;1;12405;16102023;15122023;39010;22400,00;1263146678
11;40914;1500000;0;22400;;;;;;
10;40891;1;1151;1;4599;30032023;15122023;39011;44479,71;18606121649
11;40891;1500000;0;44479,71;;;;;;
10;40892;1;1151;1;11087;19092023;15122023;39028;590944,62;18606121649
11;40892;2754000;0;590944,62;;;;;;
10;40893;1;1061;1;12405;16102023;15122023;39030;5000,00;1263146678
11;40893;1500000;0;5000;;;;;;
10;40896;1;1131;1;11065;19092023;15122023;39032;15000,00;1463827652
11;40896;1600000;0;15000;;;;;;
10;40899;1;1151;1;4599;30032023;15122023;39034;44479,71;18606121649
11;40899;1500000;0;44479,71;;;;;;
10;40900;1;1061;1;12405;16102023;15122023;39038;494500,00;1263146678
11;40900;1500000;0;494500;;;;;;
10;40901;1;1031;1;14370;27112023;15122023;39039;1792,12;8498073600
11;40901;2500000;0;1792,12;;;;;;
10;40905;1;1061;1;15121;15122023;15122023;39042;16000,00;1263146678
11;40905;1500000;0;16000;;;;;;
10;40906;1;1151;1;4617;30032023;15122023;39043;297522,05;18606121649
11;40906;1754000;0;297522,05;;;;;;
10;40907;1;1021;1;12615;20102023;15122023;39045;800,00;35474181604
11;40907;2500000;0;800;;;;;;
10;41715;1;1151;1;4600;30032023;21122023;39046;29752,21;18606121649
11;41715;1500000;0;29752,21;;;;;;
10;40909;1;1021;1;13443;8112023;15122023;39050;9030,00;35474181604
11;40909;1500000;0;9030;;;;;;
10;40910;1;1031;1;13953;22112023;15122023;39051;50000,00;8498073600
11;40910;1500000;0;50000;;;;;;
10;40911;1;1151;1;4617;30032023;15122023;39052;144312,75;18606121649
11;40911;1754000;0;144312,75;;;;;;
10;41734;1;1151;1;4600;30032023;21122023;39054;29752,21;18606121649
11;41734;1500000;0;29752,21;;;;;;
10;40913;1;1151;1;11092;19092023;15122023;39058;153209,30;18606121649
11;40913;2754000;0;153209,3;;;;;;
10;40916;1;1061;1;14922;8122023;18122023;39060;453784,35;1263146678
11;40916;2718000;0;453784,35;;;;;;
10;40917;1;1061;1;14923;8122023;18122023;39061;241924,85;1263146678
11;40917;1500000;0;241924,85;;;;;;
10;40920;1;1123;1;8721;18072023;18122023;39063;36134,72;29703905668
11;40920;2500000;1001;36134,72;;;;;;
10;40919;1;1123;1;8719;18072023;18122023;39063;54202,09;29703905668
11;40919;2500000;1001;54202,09;;;;;;
10;40922;1;1131;1;15130;18122023;18122023;39067;13754,78;1463827652
11;40922;1605000;0;13754,78;;;;;;
10;40923;1;1131;1;15131;18122023;18122023;39067;98468,94;1463827652
11;40923;1605000;0;98468,94;;;;;;
10;40924;1;1131;1;15133;18122023;18122023;39068;3048,84;1463827652
11;40924;1605000;0;3048,84;;;;;;
10;40925;1;1131;1;15128;18122023;18122023;39068;26090,04;1463827652
11;40925;1605000;0;26090,04;;;;;;
10;40926;1;1061;1;14921;8122023;18122023;39069;499966,21;1263146678
11;40926;1500000;0;499966,21;;;;;;
10;40927;1;1041;1;15137;18122023;18122023;39070;3365,21;7080739640
11;40927;1500000;0;3365,21;;;;;;
12;40927;7;2016;3365,21;;;;;;
10;40929;1;1041;1;15139;18122023;18122023;39071;1022,39;7080739640
11;40929;1501000;0;1022,39;;;;;;
10;40931;1;1041;1;15140;18122023;18122023;39078;20003,08;7080739640
11;40931;1500000;0;20003,08;;;;;;
12;40931;6;2020;20003,08;;;;;;
10;40932;1;1071;1;15136;18122023;18122023;39087;158,04;1463827652
11;40932;1605000;0;158,04;;;;;;
10;40935;1;1131;1;15085;14122023;18122023;39088;4951,77;1463827652
11;40935;1605000;0;4951,77;;;;;;
10;40936;1;1131;1;15086;14122023;18122023;39088;36777,65;1463827652
11;40936;1605000;0;36777,65;;;;;;
10;40938;1;1131;1;15134;18122023;18122023;39089;370,98;1463827652
11;40938;1605000;0;370,98;;;;;;
10;40937;1;1131;1;15132;18122023;18122023;39089;231,10;1463827652
11;40937;1605000;0;231,1;;;;;;
10;40939;1;1081;1;8054;26062023;18122023;39091;500000,00;67340504672
11;40939;2500000;0;500000;;;;;;
10;40945;1;1152;1;8585;11072023;18122023;39099;190559,34;13086618604
11;40945;1759005;0;190559,34;;;;;;
10;40946;1;1151;1;8223;30062023;18122023;39102;1290800,13;18606121649
11;40946;1754000;0;1290800,13;;;;;;
10;40947;1;1081;1;12314;10102023;15122023;39106;154554,38;67340504672
11;40947;2500000;0;154554,38;;;;;;
10;40948;1;1081;1;7976;26062023;15122023;39107;10646,09;67340504672
11;40948;2501000;0;10646,09;;;;;;
10;40949;1;1081;1;13380;6112023;15122023;39108;8302,58;67340504672
11;40949;2501000;0;8302,58;;;;;;
10;40951;1;1131;1;15144;18122023;18122023;39109;5749,05;1463827652
11;40951;2500000;1002;5749,05;;;;;;
10;40952;1;1131;1;15145;18122023;18122023;39110;5749,05;1463827652
11;40952;2500000;1002;5749,05;;;;;;
10;40962;1;1151;1;13280;1112023;18122023;39113;200000,00;18606121649
11;40962;1500000;0;200000;;;;;;
10;40963;1;1151;1;13497;10112023;18122023;39113;10011,59;18606121649
11;40963;1500000;0;10011,59;;;;;;
10;40964;1;1131;1;13582;10112023;18122023;39114;12647,70;1463827652
11;40964;1600000;0;12647,7;;;;;;
10;40965;1;1131;1;11377;22092023;18122023;39115;42345,00;1463827652
11;40965;1600000;0;42345;;;;;;
10;40971;1;1131;1;12304;10102023;18122023;39119;73515,00;1463827652
11;40971;1500000;1002;73515;;;;;;
10;40972;1;1131;1;13725;16112023;18122023;39120;79435,20;1463827652
11;40972;1600000;0;79435,2;;;;;;
10;40973;1;1061;1;13558;10112023;18122023;39121;6680,00;1263146678
11;40973;1500000;0;6680;;;;;;
10;40974;1;1061;1;10594;11092023;18122023;39122;480,32;1263146678
11;40974;2500000;0;480,32;;;;;;
10;40988;1;1131;1;11459;22092023;18122023;39138;540000,00;1463827652
11;40988;1600000;0;540000;;;;;;
10;40985;1;1131;1;14767;1122023;18122023;39135;3280787,75;1463827652
11;40985;1500000;1002;3280787,75;;;;;;
10;40986;1;1123;1;15147;18122023;18122023;39136;5749,05;29703905668
11;40986;1500000;1001;5749,05;;;;;;
10;40987;1;1131;1;14765;1122023;18122023;39137;236002,46;1463827652
11;40987;1600000;3110;236002,46;;;;;;
10;40990;1;1131;1;5291;25042023;18122023;39139;97976,10;1463827652
11;40990;2600000;0;97976,1;;;;;;
10;40991;1;1131;1;15148;18122023;18122023;39140;5749,05;1463827652
11;40991;1500000;1002;5749,05;;;;;;
10;40992;1;1131;1;15125;15122023;18122023;39141;198,00;1463827652
11;40992;1600000;0;198;;;;;;
10;41002;1;1141;1;11236;21092023;18122023;39142;758,23;31196098620
11;41002;1500000;0;758,23;;;;;;
10;41003;1;1151;1;12675;20102023;18122023;39142;4812,86;31196098620
11;41003;1500000;0;4812,86;;;;;;
10;41004;1;1171;1;13928;21112023;18122023;39142;34458,43;31196098620
11;41004;1500000;0;34458,43;;;;;;
10;41005;1;1181;1;11240;21092023;18122023;39142;571,31;31196098620
11;41005;1500000;0;571,31;;;;;;
10;41006;1;1201;1;10074;22082023;18122023;39142;2760,31;31196098620
11;41006;1500000;0;2760,31;;;;;;
10;41007;1;1241;1;13931;22112023;18122023;39142;5606,82;31196098620
11;41007;1500000;0;5606,82;;;;;;
10;41008;1;1201;1;13930;22112023;18122023;39142;743,36;31196098620
11;41008;1500000;0;743,36;;;;;;
10;40993;1;1071;1;11235;21092023;18122023;39142;12859,80;31196098620
11;40993;1500000;0;12859,8;;;;;;
10;40994;1;1021;1;13925;21112023;18122023;39142;5934,34;31196098620
11;40994;1500000;0;5934,34;;;;;;
10;40995;1;1041;1;12667;20102023;18122023;39142;26675,49;31196098620
11;40995;1500000;0;26675,49;;;;;;
10;40996;1;1051;1;13926;21112023;18122023;39142;1886,32;31196098620
11;40996;1500000;0;1886,32;;;;;;
10;40997;1;1061;1;13927;21112023;18122023;39142;8000,00;31196098620
11;40997;1500000;0;8000;;;;;;
10;40998;1;1081;1;12669;20102023;18122023;39142;1967,80;31196098620
11;40998;1500000;0;1967,8;;;;;;
10;40999;1;1091;1;12672;20102023;18122023;39142;6835,84;31196098620
11;40999;1500000;0;6835,84;;;;;;
10;41000;1;1101;1;12673;20102023;18122023;39142;14042,45;31196098620
11;41000;1500000;0;14042,45;;;;;;
10;41001;1;1111;1;12674;20102023;18122023;39142;3866,65;31196098620
11;41001;1500000;0;3866,65;;;;;;
10;41014;1;1111;1;1221;3012023;18122023;39143;20,50;31196098620
11;41014;1500000;0;20,5;;;;;;
10;41009;1;1241;1;1250;3012023;18122023;39143;215,32;31196098620
11;41009;1500000;0;215,32;;;;;;
10;41010;1;1201;1;1246;3012023;18122023;39143;607,80;31196098620
11;41010;1500000;0;607,8;;;;;;
10;41011;1;1141;1;1227;3012023;18122023;39143;202,51;31196098620
11;41011;1500000;0;202,51;;;;;;
10;41012;1;1091;1;1169;3012023;18122023;39143;547,26;31196098620
11;41012;1500000;0;547,26;;;;;;
10;41013;1;1211;1;4720;3042023;18122023;39143;477,52;31196098620
11;41013;1500000;0;477,52;;;;;;
10;41015;1;1123;1;9980;21082023;18122023;39144;231,65;29703905668
11;41015;1500000;1001;231,65;;;;;;
10;41016;1;1123;1;15150;18122023;18122023;39144;8545,47;29703905668
11;41016;1500000;1001;8545,47;;;;;;
10;41018;1;1123;1;15151;18122023;18122023;39145;62,85;29703905668
11;41018;1500000;1001;62,85;;;;;;
10;41017;1;1123;1;8474;5072023;18122023;39145;130,22;29703905668
11;41017;1500000;1001;130,22;;;;;;
10;41020;1;1123;1;15152;18122023;18122023;39146;6858,21;29703905668
11;41020;1500000;1001;6858,21;;;;;;
10;41019;1;1123;1;12657;20102023;18122023;39146;17152,66;29703905668
11;41019;1500000;1001;17152,66;;;;;;
10;41021;1;1123;1;15151;18122023;18122023;39147;706,11;29703905668
11;41021;1500000;1001;706,11;;;;;;
10;41023;1;1123;1;15152;18122023;18122023;39148;17503,96;29703905668
11;41023;1500000;1001;17503,96;;;;;;
10;41022;1;1123;1;12659;20102023;18122023;39148;81703,63;29703905668
11;41022;1500000;1001;81703,63;;;;;;
10;41025;1;1123;1;8476;5072023;18122023;39149;425,44;29703905668
11;41025;1500000;1001;425,44;;;;;;
10;41024;1;1123;1;15151;18122023;18122023;39149;2678,75;29703905668
11;41024;1500000;1001;2678,75;;;;;;
10;41026;1;1131;1;9947;21082023;18122023;39150;17544,03;1463827652
11;41026;1500000;1002;17544,03;;;;;;
10;41027;1;1131;1;12663;20102023;18122023;39150;9563,15;1463827652
11;41027;1500000;1002;9563,15;;;;;;
10;41028;1;1131;1;1275;3012023;18122023;39151;421,37;1463827652
11;41028;1500000;1002;421,37;;;;;;
10;41029;1;1131;1;9953;21082023;18122023;39152;65537,87;1463827652
11;41029;1500000;1002;65537,87;;;;;;
10;41030;1;1131;1;1286;3012023;18122023;39153;1180,20;1463827652
11;41030;1500000;1002;1180,2;;;;;;
10;41031;1;1131;1;11263;21092023;18122023;39154;46325,91;1463827652
11;41031;1500000;1002;46325,91;;;;;;
10;41032;1;1131;1;1284;3012023;18122023;39155;816,90;1463827652
11;41032;1500000;1002;816,9;;;;;;
10;41392;1;1131;1;12664;20102023;18122023;39156;15000,00;1463827652
11;41392;1500000;1002;15000;;;;;;
10;41390;1;1131;1;7530;22062023;18122023;39156;14960,76;1463827652
11;41390;1500000;1002;14960,76;;;;;;
10;41391;1;1131;1;11263;21092023;18122023;39156;3619,24;1463827652
11;41391;1500000;1002;3619,24;;;;;;
10;41036;1;1131;1;1286;3012023;18122023;39157;575,22;1463827652
11;41036;1500000;1002;575,22;;;;;;
10;41037;1;1131;1;8098;28062023;19122023;39160;65318,40;1463827652
11;41037;1600000;0;65318,4;;;;;;
10;40185;1;1241;1;14079;23112023;11122023;38112;22788,00;66012309600
11;40185;1500000;0;22788;;;;;;
10;40976;1;1131;1;13587;13112023;18122023;39125;2797,20;1463827652
11;40976;1600000;0;2797,2;;;;;;
10;40977;1;1061;1;13736;16112023;18122023;39126;27386,00;1263146678
11;40977;2500000;0;27386;;;;;;
10;41056;1;1131;1;15083;14122023;18122023;39128;274414,71;1463827652
11;41056;1500000;1002;274414,71;;;;;;
10;40979;1;1171;1;15146;18122023;18122023;39129;5749,05;31196098620
11;40979;1500000;0;5749,05;;;;;;
10;41055;1;1131;1;13685;16112023;18122023;39130;172827,37;1463827652
11;41055;1500000;1002;172827,37;;;;;;
10;40984;1;1131;1;14768;1122023;18122023;39134;4900000,00;1463827652
11;40984;1621000;0;4900000;;;;;;
10;41042;1;1131;1;15124;15122023;19122023;39167;712,00;1463827652
11;41042;1600000;0;712;;;;;;
10;40316;1;1061;1;12405;16102023;12122023;38297;20065,50;1263146678
11;40316;1500000;0;20065,5;;;;;;
10;41039;1;1131;1;12444;18102023;19122023;39162;56208,00;1463827652
11;41039;2621000;0;56208;;;;;;
10;41041;1;1131;1;10619;12092023;19122023;39165;496,25;1463827652
11;41041;1500000;1002;496,25;;;;;;
10;41043;1;1131;1;13629;14112023;19122023;39168;3970,00;1463827652
11;41043;2621000;0;3970;;;;;;
10;41044;1;1131;1;13571;10112023;19122023;39170;2436,00;1463827652
11;41044;1500000;1002;2436;;;;;;
10;41045;1;1131;1;11058;19092023;19122023;39172;30991,12;1463827652
11;41045;1600000;0;30991,12;;;;;;
10;41064;1;1131;1;11003;19092023;19122023;39174;23117,66;1463827652
11;41064;1600000;0;23117,66;;;;;;
10;41047;1;1131;1;11005;19092023;19122023;39177;15411,77;1463827652
11;41047;1600000;0;15411,77;;;;;;
10;41084;1;1081;1;11200;20092023;14122023;39180;18399,99;67340504672
11;41084;2500000;0;18399,99;;;;;;
10;41049;1;1081;1;12316;10102023;18122023;39181;298047,44;67340504672
11;41049;2500000;0;298047,44;;;;;;
10;41050;1;1081;1;11469;22092023;18122023;39182;81385,72;67340504672
11;41050;1501000;0;81385,72;;;;;;
10;41085;1;1081;1;11441;22092023;14122023;39183;1655,46;67340504672
11;41085;1500000;0;1655,46;;;;;;
10;41053;1;1081;1;13381;6112023;18122023;39184;7518,87;67340504672
11;41053;2501000;0;7518,87;;;;;;
10;41070;1;1131;1;11007;19092023;19122023;39185;3852,95;1463827652
11;41070;1600000;0;3852,95;;;;;;
10;41057;1;1131;1;4626;30032023;19122023;39188;1085,76;1463827652
11;41057;1600000;0;1085,76;;;;;;
10;41059;1;1131;1;4624;30032023;19122023;39192;1403,36;1463827652
11;41059;1500000;1002;1403,36;;;;;;
10;41060;1;1131;1;10904;18092023;19122023;39195;3852,95;1463827652
11;41060;1600000;0;3852,95;;;;;;
10;41065;1;1131;1;4366;28032023;19122023;39201;80135,00;1463827652
11;41065;2621000;0;80135;;;;;;
10;41074;1;1131;1;15126;18122023;19122023;39207;51539,58;1463827652
11;41074;1605000;0;51539,58;;;;;;
10;41072;1;1131;1;8403;4072023;19122023;39208;34602,96;1463827652
11;41072;1600000;0;34602,96;;;;;;
10;41073;1;1123;1;10353;29082023;19122023;39211;595956,42;29703905668
11;41073;1500000;0;595956,42;;;;;;
10;41075;1;1131;1;11034;19092023;19122023;39213;150989,54;1463827652
11;41075;1600000;0;150989,54;;;;;;
10;41082;1;1151;1;454;2012023;19122023;39220;115,18;18606121649
11;41082;1500000;0;115,18;;;;;;
10;41083;1;1131;1;10008;22082023;19122023;39221;402400,00;1463827652
11;41083;1600000;0;402400;;;;;;
10;41086;1;1131;1;9125;27072023;19122023;39223;4939,50;1463827652
11;41086;1600000;0;4939,5;;;;;;
10;41087;1;1211;1;15149;18122023;19122023;39224;63,25;501953604
11;41087;1500000;0;63,25;;;;;;
10;41090;1;1211;1;15149;18122023;19122023;39226;16,14;501953604
11;41090;1500000;0;16,14;;;;;;
10;41091;1;1131;1;10172;25082023;19122023;39227;4939,50;1463827652
11;41091;2600000;0;4939,5;;;;;;
10;41092;1;1131;1;11902;28092023;19122023;39229;8229,20;1463827652
11;41092;1600000;0;8229,2;;;;;;
10;41093;1;1131;1;13480;9112023;19122023;39231;2700,00;1463827652
11;41093;1600000;0;2700;;;;;;
10;41102;1;1123;1;15155;19122023;19122023;39234;70640,00;29703905668
11;41102;1500000;1001;70640;;;;;;
10;41096;1;1123;1;14017;22112023;19122023;39235;79681,83;29703905668
11;41096;1500000;1001;79681,83;;;;;;
10;41097;1;1123;1;15156;19122023;19122023;39235;49675,42;29703905668
11;41097;1500000;1001;49675,42;;;;;;
10;41098;1;1131;1;13470;9112023;19122023;39236;29040,00;1463827652
11;41098;1600000;0;29040;;;;;;
10;41105;1;1131;1;13469;9112023;19122023;39240;4770,00;1463827652
11;41105;1600000;0;4770;;;;;;
10;41106;1;1123;1;15158;19122023;19122023;39242;188586,69;29703905668
11;41106;1500000;1001;188586,69;;;;;;
10;41483;1;1123;1;12877;24102023;19122023;39245;120004,82;29703905668
11;41483;1500000;1001;120004,82;;;;;;
10;41109;1;1131;1;13174;30102023;19122023;39246;1284,10;1463827652
11;41109;1600000;0;1284,1;;;;;;
10;41110;1;1123;1;14015;22112023;19122023;39248;37562,11;29703905668
11;41110;1500000;1001;37562,11;;;;;;
10;41111;1;1123;1;15161;19122023;19122023;39248;628331,31;29703905668
11;41111;1500000;1001;628331,31;;;;;;
10;41112;1;1131;1;13421;7112023;19122023;39250;180,00;1463827652
11;41112;1600000;0;180;;;;;;
10;41114;1;1071;1;14624;28112023;19122023;39255;11853,43;31196098620
11;41114;1500000;0;11853,43;;;;;;
10;41115;1;1131;1;13686;16112023;19122023;39258;6300,00;1463827652
11;41115;1600000;0;6300;;;;;;
10;41425;1;1123;1;15164;19122023;19122023;39271;69897,40;29703905668
11;41425;1500000;0;69897,4;;;;;;
10;41125;1;1131;1;13716;16112023;19122023;39272;3198,75;1463827652
11;41125;1600000;0;3198,75;;;;;;
10;41617;1;1123;1;12877;24102023;21122023;39274;184262,87;29703905668
11;41617;1500000;1001;184262,87;;;;;;
10;41618;1;1123;1;12881;24102023;21122023;39274;29061,43;29703905668
11;41618;1500000;1001;29061,43;;;;;;
10;41619;1;1123;1;15274;21122023;21122023;39274;328287,13;29703905668
11;41619;1500000;1001;328287,13;;;;;;
10;41128;1;1131;1;13623;14112023;19122023;39275;15570,00;1463827652
11;41128;1600000;0;15570;;;;;;
10;41129;1;1071;1;6690;1062023;19122023;39277;1828,00;31196098620
11;41129;1500000;0;1828;;;;;;
10;41146;1;1123;1;9376;7082023;19122023;39278;36076,66;29703905668
11;41146;1500000;1001;36076,66;;;;;;
10;41154;1;1123;1;15163;19122023;19122023;39278;1000,07;29703905668
11;41154;1500000;1001;1000,07;;;;;;
10;41149;1;1123;1;12839;23102023;19122023;39278;552,61;29703905668
11;41149;1500000;1001;552,61;;;;;;
10;41156;1;1123;1;15168;19122023;19122023;39278;75608,31;29703905668
11;41156;1500000;1001;75608,31;;;;;;
10;41155;1;1123;1;15165;19122023;19122023;39278;112097,36;29703905668
11;41155;1500000;1001;112097,36;;;;;;
10;41147;1;1123;1;9381;7082023;19122023;39278;20000,00;29703905668
11;41147;1500000;1001;20000;;;;;;
10;41145;1;1123;1;8863;20072023;19122023;39278;1878,01;29703905668
11;41145;1500000;1001;1878,01;;;;;;
10;41148;1;1123;1;10805;15092023;19122023;39278;1149,81;29703905668
11;41148;1500000;1001;1149,81;;;;;;
10;41153;1;1123;1;15162;19122023;19122023;39278;17614,04;29703905668
11;41153;1500000;1001;17614,04;;;;;;
10;41152;1;1123;1;15160;19122023;19122023;39278;1127798,68;29703905668
11;41152;1500000;1001;1127798,68;;;;;;
10;41151;1;1123;1;15159;19122023;19122023;39278;155425,33;29703905668
11;41151;1500000;1001;155425,33;;;;;;
10;41150;1;1123;1;13949;22112023;19122023;39278;6770,13;29703905668
11;41150;1500000;1001;6770,13;;;;;;
10;41158;1;1131;1;13624;14112023;19122023;39307;9342,00;1463827652
11;41158;1600000;0;9342;;;;;;
10;40975;1;1131;1;13586;13112023;18122023;39123;4195,80;1463827652
11;40975;1600000;0;4195,8;;;;;;
10;41143;1;1123;1;15161;19122023;19122023;39280;56986,70;29703905668
11;41143;1500000;1001;56986,7;;;;;;
10;41157;1;1071;1;11845;27092023;19122023;39305;2641,36;31196098620
11;41157;1751000;0;2641,36;;;;;;
10;41363;1;1131;1;11017;19092023;19122023;39309;27583,33;1463827652
11;41363;1600000;0;27583,33;;;;;;
10;41161;1;1071;1;11852;27092023;19122023;39313;2334,40;31196098620
11;41161;1500000;0;2334,4;;;;;;
10;41162;1;1131;1;13175;30102023;19122023;39314;29247,50;1463827652
11;41162;1600000;0;29247,5;;;;;;
10;42471;1;1123;1;7895;26062023;19122023;39316;14566,84;29703905668
